Attrition,BusinessTravel,Department,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,age_group
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1213,1,Research Scientist,20990,12,8,2,6,0,5,2,4,1,3,3,35-45
No,Travel_Frequently,Sales,4,Life Sciences,1214,2,Manufacturing Director,58100,21,10,2,10,1,7,3,2,3,3,4,45-55
Yes,Travel_Rarely,Research & Development,3,Life Sciences,1215,1,Sales Executive,56470,19,7,2,0,0,0,4,3,3,3,3,35-45
No,Travel_Frequently,Research & Development,2,Medical,1216,2,Research Scientist,34200,14,8,3,8,3,0,4,3,3,3,3,25-35
No,Travel_Rarely,Sales,4,Medical,1217,4,Manufacturing Director,44000,17,6,3,2,2,2,1,2,3,2,3,25-35
No,Travel_Frequently,Research & Development,2,Medical,1218,2,Research Scientist,35000,16,8,2,7,3,6,4,4,2,2,3,25-35
No,Travel_Rarely,Sales,2,Marketing,1219,5,Sales Representative,20660,12,12,3,1,0,0,3,1,2,3,3,> 65
No,Travel_Rarely,Research & Development,4,Medical,1220,2,Laboratory Technician,171690,17,1,2,1,0,0,4,3,3,3,3,25-35
No,Travel_Frequently,Sales,4,Life Sciences,1221,2,Healthcare Representative,41620,15,10,1,9,1,8,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,1222,1,Sales Executive,92040,23,17,2,7,7,7,3,3,2,3,4,35-45
No,Travel_Rarely,Human Resources,4,Human Resources,1223,2,Manager,32940,11,6,2,5,0,3,1,2,3,3,3,25-35
No,Travel_Rarely,Sales,4,Life Sciences,1224,2,Laboratory Technician,21270,11,10,3,9,0,8,4,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,1225,2,Laboratory Technician,39750,15,5,3,5,4,3,3,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,1226,1,Laboratory Technician,107930,11,3,1,2,1,2,2,4,3,2,3,25-35
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1227,5,Research Director,100960,13,6,2,4,0,3,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,1228,4,Laboratory Technician,36460,14,10,3,10,8,8,2,1,3,4,3,25-35
No,Travel_Rarely,Human Resources,3,Human Resources,1229,2,Research Director,74460,19,7,3,6,0,5,1,2,2,3,3,25-35
No,Non-Travel,Research & Development,3,Life Sciences,1230,3,Sales Executive,108510,16,1,2,1,0,0,4,4,2,4,3,< 25
No,Travel_Rarely,Research & Development,3,Medical,1231,2,Manager,21090,13,31,3,25,3,7,1,4,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1232,1,Manufacturing Director,37220,14,6,0,3,1,2,4,4,3,3,3,35-45
No,Non-Travel,Research & Development,5,Life Sciences,1233,3,Research Scientist,93800,16,5,2,4,1,3,1,3,2,2,3,< 25
Yes,Travel_Rarely,Research & Development,3,Life Sciences,1234,1,Research Director,54860,12,10,2,5,0,3,3,1,3,3,3,35-45
No,Travel_Rarely,Sales,3,Marketing,1235,4,Research Scientist,27420,11,13,2,12,2,11,1,2,3,3,3,25-35
No,Travel_Rarely,Sales,3,Life Sciences,1236,2,Manufacturing Director,137570,12,0,3,0,0,0,3,4,3,3,3,< 25
Yes,Travel_Rarely,Sales,2,Marketing,1237,2,Research Scientist,84630,13,8,2,4,1,3,2,1,3,1,3,25-35
No,Travel_Rarely,Sales,1,Life Sciences,1238,5,Human Resources,31620,15,26,4,14,4,8,3,3,2,3,3,45-55
Yes,Travel_Frequently,Research & Development,3,Medical,1239,2,Manufacturing Director,165980,13,10,2,10,6,7,2,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,1240,2,Laboratory Technician,66510,20,10,5,9,4,2,3,2,3,2,4,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,1241,1,Manufacturing Director,23450,15,24,0,22,5,17,1,4,3,3,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,1242,1,Research Scientist,34200,13,22,3,2,2,1,2,1,2,1,3,45-55
No,Travel_Rarely,Sales,3,Medical,1243,1,Manufacturing Director,43730,14,7,3,1,0,0,3,4,3,3,3,25-35
No,Travel_Rarely,Human Resources,3,Life Sciences,1244,5,Healthcare Representative,47590,21,9,2,4,1,3,4,4,4,3,4,35-45
No,Travel_Rarely,Research & Development,4,Technical Degree,1245,1,Research Scientist,53010,16,10,3,10,1,8,4,3,3,3,3,25-35
Yes,Travel_Rarely,Human Resources,4,Medical,1246,1,Sales Executive,36730,14,19,3,1,0,0,4,4,4,3,3,35-45
Yes,Travel_Rarely,Human Resources,5,Human Resources,1247,3,Sales Executive,47680,11,6,2,2,2,0,2,4,2,2,3,< 25
No,Travel_Rarely,Sales,5,Technical Degree,1248,1,Research Director,12740,19,6,3,5,1,4,4,3,2,2,3,35-45
Yes,Travel_Rarely,Research & Development,4,Medical,1249,1,Research Director,49000,11,3,3,3,0,2,1,3,3,2,3,45-55
No,Travel_Rarely,Sales,4,Marketing,1250,3,Manufacturing Director,104660,13,2,1,2,2,2,4,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,1251,4,Sales Executive,170070,12,6,2,1,0,0,2,1,4,2,3,35-45
No,Travel_Frequently,Sales,2,Marketing,1252,4,Human Resources,29090,11,10,2,5,1,3,3,1,3,2,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,1253,1,Research Scientist,57650,14,1,2,1,0,0,3,4,3,3,3,25-35
No,Travel_Rarely,Sales,2,Marketing,1254,3,Research Scientist,45990,15,1,3,1,0,0,4,1,3,2,3,25-35
Yes,Travel_Rarely,Sales,3,Marketing,1255,2,Manager,24040,12,1,6,1,0,1,1,3,2,3,3,25-35
No,Travel_Frequently,Sales,3,Life Sciences,1256,4,Healthcare Representative,31720,20,9,1,9,1,7,4,3,3,3,4,25-35
No,Travel_Frequently,Research & Development,4,Medical,1257,1,Research Scientist,20330,14,12,3,12,3,7,3,4,3,1,3,25-35
Yes,Travel_Rarely,Sales,4,Marketing,1258,2,Sales Executive,102090,13,23,2,22,15,8,2,3,3,3,3,35-45
No,Non-Travel,Research & Development,2,Technical Degree,1259,1,Research Scientist,86200,13,10,2,9,8,7,2,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1260,3,Sales Executive,20640,16,8,3,1,0,0,2,2,3,2,3,35-45
No,Travel_Frequently,Research & Development,3,Technical Degree,1261,3,Sales Executive,40350,14,14,2,9,0,8,1,4,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,1262,3,Research Scientist,38380,16,1,2,1,0,1,4,4,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,4,Technical Degree,1263,1,Sales Executive,45910,16,23,6,1,0,0,1,3,3,1,3,45-55
Yes,Travel_Rarely,Research & Development,1,Medical,1264,1,Sales Executive,25610,22,2,3,2,2,2,3,3,2,3,4,25-35
No,Travel_Rarely,Research & Development,1,Medical,1265,3,Research Scientist,15630,12,9,3,4,1,3,2,1,2,3,3,35-45
No,Non-Travel,Research & Development,4,Technical Degree,1266,3,Manufacturing Director,48980,15,10,2,4,2,3,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,1267,3,Sales Executive,47890,20,5,2,2,0,0,3,4,2,3,4,25-35
No,Travel_Frequently,Sales,4,Life Sciences,1268,1,Human Resources,31800,14,15,2,15,8,12,1,4,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,1269,3,Manufacturing Director,65490,20,9,3,9,1,8,2,1,2,3,4,25-35
No,Travel_Rarely,Human Resources,2,Life Sciences,1270,1,Laboratory Technician,63880,13,4,6,2,2,2,3,1,3,2,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,1271,2,Research Scientist,112440,12,10,3,7,1,7,4,4,2,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,1272,4,Human Resources,160320,13,7,2,7,0,7,1,3,4,3,3,35-45
No,Travel_Rarely,Research & Development,3,Other,1273,2,Sales Executive,23620,11,9,2,9,7,8,1,4,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,1274,2,Manufacturing Director,163280,17,10,2,10,9,9,4,4,3,3,3,35-45
No,Travel_Rarely,Sales,4,Marketing,1275,4,Research Scientist,83760,14,29,2,27,13,8,2,3,2,3,3,45-55
No,Travel_Rarely,Research & Development,3,Technical Degree,1276,1,Laboratory Technician,166060,11,28,6,21,7,9,1,1,2,3,3,> 65
No,Travel_Rarely,Sales,2,Marketing,1277,2,Sales Executive,86060,14,17,3,17,12,8,3,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1278,3,Research Scientist,22720,17,21,2,5,0,2,4,3,3,3,3,45-55
No,Travel_Frequently,Research & Development,3,Life Sciences,1279,2,Laboratory Technician,20180,13,6,5,6,0,3,2,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,1280,1,Sales Executive,70830,12,25,5,1,0,0,2,1,3,3,3,35-45
No,Travel_Frequently,Human Resources,3,Other,1281,2,Sales Representative,40840,13,5,3,3,1,2,2,1,2,3,3,25-35
Yes,Travel_Rarely,Sales,2,Life Sciences,1282,4,Laboratory Technician,144110,18,2,2,1,0,0,4,3,2,4,3,35-45
No,Travel_Frequently,Research & Development,4,Life Sciences,1283,3,Research Scientist,23080,19,20,4,4,1,3,1,3,2,2,3,> 65
No,Travel_Rarely,Research & Development,4,Life Sciences,1284,1,Sales Representative,48410,11,6,3,5,0,4,3,2,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,1285,3,Sales Executive,42850,21,1,2,1,1,0,3,2,3,1,4,25-35
No,Travel_Rarely,Sales,4,Life Sciences,1286,2,Manufacturing Director,97150,15,10,1,10,0,9,2,2,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1287,2,Sales Representative,43200,17,5,2,1,0,0,2,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1288,2,Research Director,21320,18,11,3,11,1,8,3,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,1289,2,Healthcare Representative,101240,14,16,2,15,2,8,3,1,3,4,3,25-35
No,Travel_Rarely,Human Resources,3,Human Resources,1290,1,Sales Executive,54730,13,17,3,0,0,0,4,1,4,1,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,1291,3,Sales Executive,52070,17,16,3,5,0,2,1,3,4,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1292,3,Manager,164370,15,16,0,4,0,2,2,2,3,3,3,45-55
No,Travel_Rarely,Sales,3,Life Sciences,1293,4,Human Resources,22960,18,10,2,10,3,0,4,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,1294,3,Human Resources,40690,13,6,5,6,0,4,2,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1295,2,Laboratory Technician,74410,12,24,4,1,1,0,1,4,3,3,3,45-55
No,Non-Travel,Sales,1,Marketing,1296,2,Laboratory Technician,24300,13,17,2,13,1,9,2,4,3,4,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,1297,1,Research Scientist,58780,14,5,1,5,1,3,1,2,3,3,3,25-35
No,Travel_Rarely,Human Resources,1,Medical,1298,2,Sales Executive,26440,11,37,2,6,0,2,4,4,2,3,3,> 65
No,Travel_Rarely,Research & Development,3,Medical,1299,2,Laboratory Technician,64390,22,3,2,0,0,0,3,1,3,3,4,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,1300,5,Manufacturing Director,24510,17,10,2,4,0,3,4,4,3,2,3,45-55
No,Travel_Rarely,Sales,2,Technical Degree,1301,1,Sales Representative,63920,21,11,2,11,10,8,3,4,3,4,4,25-35
Yes,Travel_Rarely,Sales,2,Medical,1302,2,Research Scientist,97140,22,9,0,9,4,7,3,4,3,3,4,45-55
No,Travel_Frequently,Research & Development,3,Medical,1303,1,Healthcare Representative,60770,16,22,2,22,11,11,3,2,2,2,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,1304,5,Sales Representative,24500,12,11,2,10,1,0,3,4,1,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1305,1,Manufacturing Director,92500,12,11,0,11,2,7,3,2,2,3,3,25-35
No,Travel_Frequently,Research & Development,1,Medical,1306,1,Laboratory Technician,20740,15,21,3,10,9,5,3,1,2,3,3,45-55
No,Travel_Rarely,Sales,3,Marketing,1307,1,Research Scientist,101690,14,12,6,11,5,7,2,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,1308,1,Laboratory Technician,48550,25,16,2,4,0,3,1,3,1,2,4,45-55
No,Travel_Rarely,Sales,2,Marketing,1309,2,Research Scientist,40870,20,4,1,3,0,2,1,3,2,3,4,< 25
No,Non-Travel,Sales,4,Medical,1310,2,Laboratory Technician,23670,13,5,2,5,0,4,2,3,4,2,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,1311,2,Sales Executive,29720,14,38,2,37,1,8,4,3,2,4,3,> 65
No,Non-Travel,Research & Development,2,Medical,1312,1,Research Scientist,195860,16,17,3,3,1,2,2,2,4,2,3,35-45
Yes,Travel_Rarely,Human Resources,3,Human Resources,1313,2,Healthcare Representative,54840,17,7,4,3,0,2,3,1,3,3,3,35-45
No,Travel_Rarely,Human Resources,2,Human Resources,1314,1,Sales Representative,20610,15,1,2,1,0,0,4,1,3,2,3,25-35
Yes,Travel_Frequently,Sales,4,Life Sciences,1315,2,Healthcare Representative,99240,22,1,3,1,1,0,4,4,3,3,4,< 25
No,Travel_Rarely,Research & Development,4,Other,1316,4,Laboratory Technician,41980,22,16,2,16,2,10,1,3,3,2,4,25-35
No,Non-Travel,Sales,2,Life Sciences,1317,1,Research Scientist,68150,20,17,3,1,0,0,3,4,4,3,4,35-45
No,Non-Travel,Research & Development,2,Life Sciences,1318,2,Sales Executive,47230,14,30,0,3,2,2,3,4,3,3,3,> 65
No,Travel_Frequently,Research & Development,4,Medical,1319,4,Research Scientist,61420,13,28,3,8,0,7,1,2,2,2,3,45-55
Yes,Travel_Rarely,Sales,1,Marketing,1320,2,Research Director,82370,13,6,6,6,0,3,3,3,3,2,3,< 25
No,Travel_Rarely,Research & Development,3,Technical Degree,1321,1,Laboratory Technician,88530,22,2,3,2,2,1,4,4,3,3,4,< 25
No,Travel_Rarely,Research & Development,1,Life Sciences,1322,1,Sales Representative,193310,12,1,2,0,0,0,2,4,3,3,3,< 25
No,Travel_Frequently,Research & Development,3,Life Sciences,1323,1,Sales Executive,20730,14,23,4,13,12,8,1,1,2,3,3,45-55
Yes,Travel_Frequently,Human Resources,4,Life Sciences,1324,5,Sales Executive,55620,15,9,3,9,0,6,1,3,3,3,3,25-35
No,Non-Travel,Research & Development,3,Life Sciences,1325,1,Laboratory Technician,196130,17,23,5,5,4,4,4,4,3,3,3,45-55
No,Travel_Rarely,Research & Development,1,Life Sciences,1326,2,Laboratory Technician,34070,13,6,4,5,1,2,2,3,3,3,3,< 25
No,Travel_Rarely,Sales,3,Marketing,1327,2,Sales Representative,50630,12,12,2,1,0,0,3,2,3,3,3,25-35
No,Travel_Rarely,Sales,1,Technical Degree,1328,1,Laboratory Technician,46390,12,12,3,5,1,3,3,4,3,3,3,35-45
No,Travel_Rarely,Sales,2,Medical,1329,2,Healthcare Representative,48760,21,14,3,11,5,8,3,1,3,3,4,25-35
No,Travel_Frequently,Human Resources,3,Medical,1330,1,Research Scientist,26900,11,10,1,9,2,8,2,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1331,2,Manufacturing Director,175670,13,7,6,1,0,0,1,4,3,3,3,35-45
No,Travel_Frequently,Research & Development,4,Life Sciences,1332,1,Sales Executive,24080,12,25,3,25,4,12,3,4,4,3,3,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,1333,3,Healthcare Representative,28140,24,10,2,10,0,9,1,3,2,3,4,25-35
No,Non-Travel,Sales,3,Life Sciences,1334,2,Sales Executive,112450,21,8,3,7,0,7,3,2,4,3,4,25-35
Yes,Travel_Rarely,Research & Development,3,Life Sciences,1335,2,Laboratory Technician,33120,19,7,1,5,4,3,2,2,3,1,3,> 65
No,Travel_Rarely,Research & Development,2,Other,1336,2,Sales Representative,190490,14,23,2,20,15,15,1,3,3,3,3,45-55
Yes,Travel_Rarely,Research & Development,4,Technical Degree,1337,3,Sales Executive,21410,20,12,2,7,7,7,2,3,2,3,4,25-35
No,Travel_Rarely,Sales,3,Medical,1338,2,Manager,57690,19,5,4,5,4,3,3,2,2,2,3,25-35
Yes,Travel_Rarely,Sales,2,Medical,1339,1,Research Scientist,43850,13,40,2,40,15,6,4,4,2,2,3,> 65
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1340,1,Manager,53320,23,0,2,0,0,0,4,3,2,3,4,< 25
No,Travel_Rarely,Sales,4,Technical Degree,1341,1,Sales Executive,46630,13,3,1,2,2,1,3,4,3,3,3,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,1342,1,Sales Executive,47240,11,16,3,15,5,11,3,1,2,2,3,45-55
No,Travel_Frequently,Sales,2,Life Sciences,1343,1,Sales Executive,32110,13,18,2,3,1,2,2,3,3,4,3,35-45
No,Travel_Frequently,Research & Development,4,Life Sciences,1344,2,Sales Executive,53770,14,16,3,2,2,1,3,4,3,4,3,45-55
Yes,Travel_Rarely,Research & Development,1,Medical,1345,2,Sales Executive,40660,22,4,2,2,2,2,2,3,3,2,4,25-35
No,Travel_Rarely,Research & Development,2,Other,1346,1,Manufacturing Director,52080,11,12,2,9,0,7,3,3,3,1,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,1347,2,Sales Executive,48770,13,8,5,8,5,7,3,3,3,4,3,25-35
No,Travel_Rarely,Human Resources,1,Human Resources,1348,2,Research Scientist,31170,21,7,2,3,0,1,2,2,3,4,4,35-45
Yes,Travel_Frequently,Research & Development,3,Life Sciences,1349,1,Manager,15690,11,18,2,4,0,3,1,4,3,4,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1350,1,Research Scientist,196580,13,17,3,15,5,9,4,3,4,4,3,35-45
No,Travel_Rarely,Sales,1,Medical,1351,3,Research Scientist,30690,14,6,3,2,2,2,1,3,3,2,3,< 25
No,Travel_Rarely,Research & Development,1,Medical,1352,2,Laboratory Technician,104350,11,12,5,11,4,7,3,4,1,3,3,25-35
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1353,2,Research Director,41480,15,10,0,5,0,4,1,1,4,2,3,25-35
No,Travel_Rarely,Research & Development,1,Technical Degree,1354,2,Healthcare Representative,57680,23,9,4,6,0,3,3,4,2,3,4,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,1355,2,Research Director,50420,16,19,4,3,2,2,4,3,3,3,3,35-45
No,Travel_Rarely,Sales,3,Marketing,1356,2,Laboratory Technician,57700,16,5,2,5,0,4,1,3,2,4,3,25-35
No,Travel_Frequently,Sales,3,Marketing,1357,3,Laboratory Technician,77560,21,9,3,8,0,7,4,4,4,3,4,25-35
No,Travel_Rarely,Research & Development,3,Medical,1358,3,Sales Executive,103060,13,8,5,3,2,2,4,1,3,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,1359,2,Research Scientist,39360,11,6,3,5,1,2,2,4,3,3,3,25-35
No,Travel_Frequently,Sales,2,Medical,1360,3,Manufacturing Director,79450,12,21,6,7,7,7,4,1,2,2,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,1361,4,Research Scientist,57430,12,7,2,5,1,4,3,1,3,4,3,35-45
No,Travel_Rarely,Research & Development,3,Other,1362,5,Manufacturing Director,152020,18,1,2,1,0,0,2,2,3,2,3,< 25
No,Travel_Frequently,Research & Development,4,Medical,1363,2,Manufacturing Director,54400,12,20,2,20,2,13,2,2,3,3,3,35-45
No,Travel_Rarely,Sales,1,Marketing,1364,3,Laboratory Technician,37600,14,10,2,10,0,6,3,2,3,3,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,1365,5,Manufacturing Director,35170,12,13,1,7,4,5,2,3,1,2,3,45-55
No,Travel_Rarely,Sales,4,Technical Degree,1366,1,Research Scientist,25800,17,20,3,17,0,15,2,2,1,3,3,35-45
No,Travel_Frequently,Sales,2,Life Sciences,1367,1,Manufacturing Director,21660,19,9,4,9,3,7,2,4,3,1,3,25-35
No,Non-Travel,Research & Development,4,Technical Degree,1368,3,Healthcare Representative,58690,11,10,6,10,0,9,4,3,3,4,3,25-35
No,Travel_Rarely,Research & Development,3,Other,1369,3,Research Director,80080,15,10,4,1,0,0,2,3,3,3,3,45-55
No,Travel_Rarely,Sales,3,Marketing,1370,1,Research Scientist,52060,11,9,4,1,0,0,2,2,2,1,3,> 65
No,Travel_Rarely,Research & Development,2,Technical Degree,1371,4,Laboratory Technician,52950,18,15,4,12,2,11,3,4,2,3,3,35-45
No,Travel_Frequently,Sales,4,Marketing,1372,2,Manufacturing Director,164130,16,6,1,4,1,2,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,1373,1,Laboratory Technician,132690,25,2,2,2,2,2,3,4,3,3,4,< 25
No,Non-Travel,Research & Development,3,Medical,1374,1,Healthcare Representative,27830,16,6,2,2,2,2,4,2,1,4,3,25-35
No,Travel_Rarely,Sales,4,Life Sciences,1375,2,Healthcare Representative,54330,13,5,4,5,0,2,3,4,1,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1376,2,Manufacturing Director,20130,14,12,5,5,1,4,3,4,1,3,3,> 65
No,Non-Travel,Research & Development,3,Life Sciences,1377,1,Manufacturing Director,139660,19,1,1,1,0,1,3,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1378,2,Manufacturing Director,43740,15,21,5,5,4,4,3,2,3,4,3,45-55
No,Travel_Rarely,Sales,4,Marketing,1379,4,Laboratory Technician,68420,12,13,3,9,1,8,1,3,3,3,3,35-45
No,Travel_Rarely,Human Resources,4,Human Resources,1380,1,Manager,174260,12,12,0,10,7,4,2,4,3,2,3,25-35
No,Travel_Rarely,Sales,1,Medical,1381,2,Laboratory Technician,176030,16,12,0,8,0,7,1,4,4,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1382,1,Manufacturing Director,45810,14,8,3,5,1,4,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,1383,2,Healthcare Representative,47350,13,6,2,5,1,1,3,2,2,3,3,25-35
Yes,Travel_Frequently,Research & Development,2,Life Sciences,1384,2,Healthcare Representative,41870,22,1,4,0,0,0,3,1,4,3,4,< 25
No,Travel_Frequently,Sales,3,Marketing,1385,2,Research Director,55050,21,13,3,8,7,2,4,2,2,3,4,35-45
No,Non-Travel,Sales,3,Medical,1386,1,Sales Executive,54700,18,12,2,12,6,10,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,1387,2,Sales Executive,54760,13,9,3,5,0,3,3,1,4,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,1388,4,Manager,25870,12,19,2,2,2,2,3,1,3,2,3,> 65
No,Travel_Rarely,Research & Development,2,Medical,1389,1,Sales Executive,24400,18,4,4,3,0,2,3,4,4,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1390,2,Sales Executive,159720,21,1,2,1,1,0,2,4,2,3,4,< 25
No,Travel_Rarely,Research & Development,3,Technical Degree,1391,2,Laboratory Technician,153790,12,24,1,24,15,7,2,1,3,1,3,45-55
No,Travel_Rarely,Sales,4,Life Sciences,1392,1,Manufacturing Director,70820,14,2,3,2,2,1,3,4,3,4,3,35-45
No,Travel_Rarely,Sales,5,Life Sciences,1393,2,Sales Representative,27280,11,7,3,4,0,2,3,4,3,4,3,25-35
No,Travel_Rarely,Sales,3,Marketing,1394,2,Manager,53680,14,9,2,3,1,2,4,2,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1395,5,Laboratory Technician,53470,24,4,1,4,0,2,2,2,2,3,4,35-45
No,Travel_Rarely,Sales,4,Marketing,1396,3,Sales Executive,31950,11,5,4,3,0,2,3,3,2,2,3,45-55
No,Travel_Rarely,Sales,2,Life Sciences,1397,1,Manager,39890,13,5,2,4,1,3,4,1,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1398,1,Human Resources,33060,11,8,6,8,1,6,4,2,3,1,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1399,2,Sales Executive,70050,20,21,2,20,9,9,4,3,3,3,4,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,1400,2,Laboratory Technician,26550,17,36,0,24,2,15,3,2,3,2,3,45-55
No,Travel_Frequently,Human Resources,4,Other,1401,1,Research Scientist,13930,11,10,4,10,1,9,4,3,2,4,3,25-35
No,Travel_Rarely,Human Resources,2,Human Resources,1402,2,Sales Representative,25700,18,21,2,7,1,0,4,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,1403,2,Sales Representative,35370,11,34,3,33,11,9,3,3,3,3,3,45-55
No,Travel_Rarely,Sales,3,Marketing,1404,1,Research Scientist,39860,12,7,3,7,0,3,4,2,2,3,3,25-35
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1405,2,Research Director,108830,12,8,3,1,0,1,2,3,3,4,3,25-35
No,Non-Travel,Research & Development,2,Medical,1406,1,Healthcare Representative,20280,20,7,2,5,2,2,4,4,4,2,4,35-45
No,Non-Travel,Research & Development,2,Medical,1407,1,Sales Executive,95250,19,22,3,20,11,8,1,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,1408,1,Research Scientist,29290,12,8,2,8,1,7,2,1,3,1,3,35-45
